objectid,roadsegid,iamfloc,rd20full,xstrt1,xstrt2,llowaddr,lhighaddr,rlowaddr,rhighaddr,zip,pwidth,pav_length,paveclass,funclass,cpname,pci23,pci23_d,road_norm,c1,c2,seg_key,adt_recent,adt_date,adt_mean,n_counts,seg_miles,vmt_day_recent
10850,926214.0,SS-007750-PV1,COMSTOCK ST,APPERT CT,BELL CT,2800.0,2848.0,2801.0,2849.0,92111.0,32.0,263.0396,AC Improved,CL 2 LANE SUB-COLLECTOR,Linda Vista,100.0,Good,COMSTOCK ST,APPERT CT,BELL CT,COMSTOCK ST|APPERT CT|BELL CT,1347.0,2015-03-26,1347.0,1.0,0.04981810606060606,67.10498886363636
14919,928629.0,SS-000924-PV1,38TH ST,WIGHTMAN ST,UNIVERSITY AV,3800.0,3998.0,3801.0,3999.0,92105.0,50.0,679.0,AC Improved,RES RESIDENTIAL LOCAL STREET,Mid-City: City Heights,82.64,Satisfactory,38TH ST,WIGHTMAN ST,UNIVERSITY AVE,38TH ST|UNIVERSITY AVE|WIGHTMAN ST,1292.0,2015-06-25,1145.3333333333333,3.0,0.12859848484848485,166.14924242424243
6396,905621.0,SS-023456-PV1,ROMERO DR,BRODIAEA WY,ROMERO CT,7250.0,7348.0,7251.0,7349.0,92037.0,21.0,649.3654,AC Improved,CL 2 LANE SUB-COLLECTOR,La Jolla,35.79,Very Poor,ROMERO DR,BRODIAEA WY,ROMERO CT,ROMERO DR|BRODIAEA WY|ROMERO CT,613.0,2012-07-19,436.0,3.0,0.12298587121212122,75.3903390530303
19741,930459.0,SS-014026-PV1,IMPERIAL AV,14TH ST,15TH ST,1400.0,1498.0,1401.0,1499.0,92113.0,56.0,467.0268,AC Improved,CL 2 LANE SUB-COLLECTOR,Greater Golden Hill,37.43,Very Poor,IMPERIAL AVE,14TH ST,15TH ST,IMPERIAL AVE|14TH ST|15TH ST,5286.0,2014-06-26,4797.0,3.0,0.08845204545454545,467.55751227272725
15819,910465.0,SS-022770-PV1,RAY ST,MYRTLE AV,CAPPS ST,3526.0,3548.0,3527.0,3549.0,92104.0,19.0,378.0,AC Improved,RES RESIDENTIAL LOCAL STREET,North Park,73.78,Satisfactory,RAY ST,MYRTLE AVE,CAPPS ST,RAY ST|CAPPS ST|MYRTLE AVE,609.0,2021-06-30,684.0,2.0,0.0715909090909091,43.59886363636364
6947,906124.0,SS-010937-PV1,FAY AV,NAUTILUS ST,WEST MUIRLANDS DR,6900.0,7098.0,6901.0,7099.0,92037.0,32.0,897.6709,AC Improved,CL 2 LANE SUB-COLLECTOR,La Jolla,68.71,Fair,FAY AVE,NAUTILUS ST,WEST MUIRLANDS DR,FAY AVE|NAUTILUS ST|WEST MUIRLANDS DR,7535.0,2010-10-14,7535.0,1.0,0.17001342803030303,1281.0511802083333
13307,927669.0,SS-027394-PV1,VAN DYKE AV,ADAMS AV,ALDINE DR,4700.0,4728.0,4701.0,4729.0,92116.0,30.0,359.1583,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mid-City: Kensington-Talmadge,100.0,Good,VAN DYKE AVE,ADAMS AVE,ALDINE DR,VAN DYKE AVE|ADAMS AVE|ALDINE DR,5293.0,2015-06-03,5837.4,5.0,0.0680224053030303,360.0425912689394
22303,911655.0,SS-008005-PV1,CORONADO (SB) AV,27TH (SB) ST,DEARBORN DR,2700.0,2798.0,2701.0,2799.0,92154.0,64.0,514.0,AC Improved,CL 2 LANE COLLECTOR,Otay Mesa-Nestor,45.3,Poor,CORONADO AVE,27TH ST,DEARBORN DR,CORONADO AVE|27TH ST|DEARBORN DR,15520.0,2014-03-06,15172.5,2.0,0.09734848484848485,1510.848484848485
4257,916560.0,SS-026514-PV1,TIMBERLAKE DR,SUNSET RIDGE DR,POYNTELL CR,11770.0,11888.0,11771.0,11889.0,92131.0,40.0,697.9643,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Scripps Miramar Ranch,76.73,Satisfactory,TIMBERLAKE DR,SUNSET RIDGE DR,POYNTELL CR,TIMBERLAKE DR|POYNTELL CR|SUNSET RIDGE DR,3727.0,2018-03-27,2984.2,5.0,0.13219020833333334,492.67290645833333
25725,913787.0,SS-000691-PV1,30TH ST,HOWARD AV,EL CAJON BL,4200.0,4298.0,4201.0,4299.0,92104.0,52.0,452.0,AC Improved,CL 2 LANE COLLECTOR,North Park,61.9,Fair,30TH ST,HOWARD AVE,EL CAJON BL,30TH ST|EL CAJON BL|HOWARD AVE,9536.0,2022-04-21,11502.42857142857,7.0,0.0856060606060606,816.3393939393939
5513,904778.0,SS-022981-PV1,REGENTS RD,NOBEL DR,CRYSTAL DAWN LN,8800.0,8898.0,8801.0,8899.0,92122.0,75.0,379.3832,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,University,82.84,Satisfactory,REGENTS RD,NOBEL DR,CRYSTAL DAWN LN,REGENTS RD|CRYSTAL DAWN LN|NOBEL DR,14982.0,2016-11-30,13639.0,3.0,0.07185287878787879,1076.49983
1263,923035.0,SS-020822-PV1,OVIEDO ST,BLACK MTN RD,OVIEDO WY,9200.0,9398.0,9201.0,9399.0,92129.0,28.0,1174.1113,AC Improved,CL 2 LANE SUB-COLLECTOR,Rancho Penasquitos,49.78,Poor,OVIEDO ST,BLACK MTN RD,OVIEDO WY,OVIEDO ST|BLACK MTN RD|OVIEDO WY,5443.0,2015-07-07,4987.0,3.0,0.2223695643939394,1210.3575389962123
9986,908539.0,SS-011873-PV1,GARNET AV,MORRELL ST,NOYES ST,2000.0,2098.0,2001.0,2099.0,92109.0,56.0,577.4779,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Pacific Beach,75.32,Satisfactory,GARNET AVE,MORRELL ST,NOYES ST,GARNET AVE|MORRELL ST|NOYES ST,25979.0,2019-08-17,30495.0,6.0,0.10937081439393939,2841.3443871401514
14024,928112.0,SS-010019-PV1,EL CAJON BL,FAIRMOUNT AV,44TH ST,4350.0,4374.0,4351.0,4373.0,92115.0,75.0,177.3415,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mid-City: City Heights,91.91,Good,EL CAJON BL,FAIRMOUNT AVE,44TH ST,EL CAJON BL|44TH ST|FAIRMOUNT AVE,26030.0,2022-07-28,28389.25,4.0,0.0335874053030303,874.2801600378788
25058,913497.0,SS-018541-PV1,MISSION BL,SANTA BARBARA PL,JERSEY CT,3300.0,3318.0,3301.0,3319.0,92109.0,28.0,196.217,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mission Beach,26.51,Very Poor,MISSION BL,SANTA BARBARA PL,JERSEY CT,MISSION BL|JERSEY CT|SANTA BARBARA PL,16356.0,2015-06-03,17533.0,4.0,0.03716231060606061,607.8267522727273
15152,928741.0,SS-024021-PV1,SAN DIEGO AV,WRIGHT ST,BANDINI ST,2051.0,2099.0,2050.0,2098.0,92110.0,51.0,389.9756,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Uptown,57.4,Fair,SAN DIEGO AVE,WRIGHT ST,BANDINI ST,SAN DIEGO AVE|BANDINI ST|WRIGHT ST,4125.0,2013-06-04,4451.666666666667,3.0,0.07385901515151515,304.6684375
24175,912925.0,SS-020786-PV1,OTHELLO AV,CONVOY ST,KEARNY MESA RD,7800.0,8098.0,7801.0,8099.0,92111.0,50.0,1587.0909,AC Improved,CL 2 LANE SUB-COLLECTOR,Kearny Mesa,8.4,Failed,OTHELLO AVE,CONVOY ST,KEARNY MESA RD,OTHELLO AVE|CONVOY ST|KEARNY MESA RD,3394.0,2016-09-22,3038.0,5.0,0.3005853977272727,1020.1868398863636
27710,914109.0,SS-021051-PV1,PALM (SB) AV,WAILEA WY,HAWAII AV,3000.0,3058.0,3001.0,3059.0,92154.0,70.0,768.0557,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Otay Mesa-Nestor,36.94,Very Poor,PALM AVE,WAILEA WY,HAWAII AVE,PALM AVE|HAWAII AVE|WAILEA WY,13772.0,2014-03-27,15188.5,2.0,0.1454650946969697,2003.3452841666667
25044,931293.0,SS-023248-PV1,RIO SAN DIEGO DR,RIO BONITO WY,RIVER RUN DR,8950.0,9998.0,8951.0,9999.0,92108.0,78.0,1791.4146,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mission Valley,76.7,Satisfactory,RIO SAN DIEGO DR,RIO BONITO WY,RIVER RUN DR,RIO SAN DIEGO DR|RIO BONITO WY|RIVER RUN DR,12912.0,2015-01-13,12406.0,2.0,0.3392830681818182,4380.822976363636
9048,907798.0,SS-019239-PV1,MT ARARAT DR,MT EVEREST BL,MT ARIANE DR,5100.0,5118.0,5101.0,5119.0,92111.0,40.0,327.3775,AC Improved,RES RESIDENTIAL LOCAL STREET,Clairemont Mesa,16.51,Serious,MT ARARAT DR,MT EVEREST BL,MT ARIANE DR,MT ARARAT DR|MT ARIANE DR|MT EVEREST BL,2214.0,2012-10-18,2303.0,3.0,0.06200331439393939,137.2753380681818
7087,925354.0,SS-013966-PV1,IDLEWILD WY,HIDALGO AV,ISLETA AV,3000.0,3038.0,3001.0,3039.0,92117.0,36.0,257.6606,AC Improved,RES RESIDENTIAL LOCAL STREET,Clairemont Mesa,100.0,Good,IDLEWILD WY,HIDALGO AVE,ISLETA AVE,IDLEWILD WY|HIDALGO AVE|ISLETA AVE,850.0,2005-09-15,850.0,1.0,0.04879935606060606,41.479452651515146
9599,908244.0,SS-002919-PV1,ASHFORD ST,BALTIC ST,BEAGLE ST,3400.0,3498.0,3401.0,3499.0,92111.0,40.0,728.1345,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Clairemont Mesa,62.5,Fair,ASHFORD ST,BALTIC ST,BEAGLE ST,ASHFORD ST|BALTIC ST|BEAGLE ST,4702.0,2022-10-26,5705.428571428572,7.0,0.13790426136363637,648.4258369318183
23249,912484.0,SS-005729-PV1,CAM DE LA PLAZA,VIRGINIA (SB) AV,CAMIONES WY,4550.0,4598.0,4551.0,4599.0,92173.0,41.0,574.432,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,San Ysidro,80.68,Satisfactory,CAM DE LA PLZ,VIRGINIA AVE,CAMIONES WY,CAM DE LA PLZ|CAMIONES WY|VIRGINIA AVE,17167.0,2014-04-29,19359.333333333332,6.0,0.1087939393939394,1867.6655575757577
3319,924006.0,SS-005895-PV1,CAM RUIZ,ZAPATA AV,AQUARIUS DR,11300.0,11438.0,11301.0,11439.0,92126.0,82.0,1196.4921,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mira Mesa,54.65,Poor,CAM RUIZ,ZAPATA AVE,AQUARIUS DR,CAM RUIZ|AQUARIUS DR|ZAPATA AVE,9173.0,2014-03-18,10339.0,2.0,0.22660835227272727,2078.6784153977273
3870,924275.0,SS-030265-PV1,LIBRA DR,HYADES WY,PEGASUS AV,9080.0,9128.0,9081.0,9129.0,92126.0,40.0,514.4528,AC Improved,CL 2 LANE SUB-COLLECTOR,Mira Mesa,76.86,Satisfactory,LIBRA DR,HYADES WY,PEGASUS AVE,LIBRA DR|HYADES WY|PEGASUS AVE,2157.0,2014-07-10,2163.5,2.0,0.09743424242424242,210.16566090909092
11536,926497.0,SS-005142-PV1,BURGENER BL,JELLETT ST,HUXLEY ST,2600.0,2698.0,2601.0,2699.0,92110.0,40.0,748.8499,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Clairemont Mesa,28.51,Very Poor,BURGENER BL,JELLETT ST,HUXLEY ST,BURGENER BL|HUXLEY ST|JELLETT ST,3497.0,2015-10-08,3912.8,5.0,0.1418276325757576,495.9712311174243
14753,917166.0,SS-023537-PV1,ROSECRANS ST,CAUBY ST,MIDWAY DR,3340.0,3498.0,3341.0,3499.0,92110.0,60.0,548.9673,AC Improved,MJ SIX LANE URBAN MAJOR,Midway-Pacific Highway,74.0,Satisfactory,ROSECRANS ST,CAUBY ST,MIDWAY DR,ROSECRANS ST|CAUBY ST|MIDWAY DR,46388.0,2015-10-28,46388.0,1.0,0.10397107954545455,4823.0104379545455
16009,910507.0,SS-027244-PV1,UPAS ST,LOUISIANA ST,TEXAS ST,2300.0,2398.0,2301.0,2399.0,92101.0,40.0,336.0952,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Balboa Park,92.22,Good,UPAS ST,LOUISIANA ST,TEXAS ST,UPAS ST|LOUISIANA ST|TEXAS ST,9173.0,2022-04-28,6726.5,6.0,0.06365439393939394,583.9017556060606
25540,931537.0,SS-010580-PV1,EUCLID AV,EL CAJON BL,MONROE AV,4400.0,4498.0,4401.0,4499.0,92115.0,56.0,1083.9855,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mid-City: City Heights,79.16,Satisfactory,EUCLID AVE,EL CAJON BL,MONROE AVE,EUCLID AVE|EL CAJON BL|MONROE AVE,6936.0,2013-12-10,8523.0,2.0,0.20530028409090909,1423.9627704545453
17253,918069.0,SS-008951-PV1,DEL MAR AV,CANON ST,LIGGETT DR,3701.0,3859.0,3700.0,3858.0,92106.0,40.0,1031.5786,AC Improved,CL 2 LANE SUB-COLLECTOR,Peninsula,99.1,Good,DEL MAR AVE,CANON ST,LIGGETT DR,DEL MAR AVE|CANON ST|LIGGETT DR,3269.0,2016-06-30,3221.4444444444443,9.0,0.19537473484848486,638.680008219697
13331,927679.0,SS-020895-PV1,PACIFIC HY,FRIARS RD,ANNA AV,4790.0,4878.0,4791.0,4879.0,92110.0,64.0,398.1974,AC Unimproved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Linda Vista,33.47,Very Poor,PACIFIC HY,FRIARS RD,ANNA AVE,PACIFIC HY|ANNA AVE|FRIARS RD,7655.0,2022-06-29,6610.4,5.0,0.07541617424242425,577.3108138257576
12927,927410.0,SS-009963-PV1,EL CAJON BL,67TH ST,68TH ST,6700.0,6798.0,6701.0,6799.0,92115.0,75.0,676.9035,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mid-City: Eastern Area,69.7,Fair,EL CAJON BL,67TH ST,68TH ST,EL CAJON BL|67TH ST|68TH ST,22012.0,2013-03-05,22012.0,1.0,0.12820142045454547,2821.969667045455
11192,909295.0,SS-019516-PV1,MURRAY PARK DR,PARK RIDGE BL,CASSELBERRY WY,6750.0,6798.0,6751.0,6799.0,92119.0,40.0,322.5601,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Navajo,47.5,Poor,MURRAY PARK DR,PARK RIDGE BL,CASSELBERRY WY,MURRAY PARK DR|CASSELBERRY WY|PARK RIDGE BL,2820.0,2018-05-16,2915.2,5.0,0.06109092803030303,172.27641704545454
8141,907079.0,SS-009867-PV1,ECKSTROM AV,COSMO ST,AMOROSO ST,7100.0,7198.0,7101.0,7199.0,92111.0,40.0,253.0318,AC Improved,CL 2 LANE SUB-COLLECTOR,Clairemont Mesa,33.74,Very Poor,ECKSTROM AVE,COSMO ST,AMOROSO ST,ECKSTROM AVE|AMOROSO ST|COSMO ST,3814.0,2021-12-15,6589.6,5.0,0.04792268939393939,182.77713734848484
24303,931042.0,SS-023790-PV1,RUFFIN RD,SUCCESS AV,AERO DR,3500.0,3598.0,3501.0,3599.0,92123.0,41.0,1525.8932,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Kearny Mesa,76.19,Satisfactory,RUFFIN RD,SUCCESS AVE,AERO DR,RUFFIN RD|AERO DR|SUCCESS AVE,13349.0,2016-09-27,12296.25,4.0,0.28899492424242423,3857.7932437121212
25706,931622.0,SS-010050-PV1,EL CAJON BL,42ND ST,COPELAND AV,4200.0,4238.0,4201.0,4239.0,92105.0,75.0,321.0561,AC Improved,MJ SIX LANE URBAN MAJOR,Mid-City: City Heights,88.12,Good,EL CAJON BL,42ND ST,COPELAND AVE,EL CAJON BL|42ND ST|COPELAND AVE,26281.0,2013-12-05,28143.0,2.0,0.06080607954545455,1598.044576534091
4238,916555.0,SS-024522-PV1,SCRIPPS LAKE DR,FALCON RIM PT,MIRA LAGO TR,11600.0,11748.0,11601.0,11749.0,92131.0,40.0,1047.1529,AC Improved,CL 2 LANE SUB-COLLECTOR,Scripps Miramar Ranch,35.42,Very Poor,SCRIPPS LAKE DR,FALCON RIM PT,MIRA LAGO TR,SCRIPPS LAKE DR|FALCON RIM PT|MIRA LAGO TR,2384.0,2017-02-15,2631.75,4.0,0.19832441287878788,472.8054003030303
13815,927972.0,SS-014442-PV1,JACKSON ST,MASON ST,PRESIDIO DR,2700.0,2868.0,2701.0,2869.0,92110.0,22.0,822.4387,AC Improved,CL 2 LANE SUB-COLLECTOR,Old Town San Diego,40.95,Poor,JACKSON ST,MASON ST,PRESIDIO DR,JACKSON ST|MASON ST|PRESIDIO DR,2060.0,2013-10-23,1992.5,2.0,0.1557649053030303,320.8757049242424
25350,913630.0,SS-001769-PV1,ADAMS AV,30TH ST,OHIO ST,3000.0,3048.0,3001.0,3049.0,92116.0,52.0,380.0025,AC Improved,CL 2 LANE COLLECTOR,North Park,53.78,Poor,ADAMS AVE,30TH ST,OHIO ST,ADAMS AVE|30TH ST|OHIO ST,13837.0,2022-04-12,15102.833333333334,6.0,0.07197017045454546,995.8512485795455
11199,926338.0,SS-019528-PV1,MURRAY RIDGE RD,CHANTILLY AV,HARJOAN AV,2560.0,2658.0,2561.0,2659.0,92123.0,64.0,783.7889,AC Improved,CL 2 LANE COLLECTOR,Serra Mesa,42.17,Poor,MURRAY RIDGE RD,CHANTILLY AVE,HARJOAN AVE,MURRAY RIDGE RD|CHANTILLY AVE|HARJOAN AVE,12873.0,2016-09-06,13172.4,5.0,0.14844486742424243,1910.9307783522727
19017,930233.0,SS-000431-PV1,17TH ST,G ST,F ST,700.0,798.0,701.0,799.0,92101.0,52.0,382.0002,AC Improved,CL 2 LANE SUB-COLLECTOR,Greater Golden Hill,49.7,Poor,17TH ST,G ST,F ST,17TH ST|F ST|G ST,2108.0,2018-06-13,2108.0,1.0,0.07234852272727273,152.5106859090909
16928,917950.0,SS-021979-PV1,PLUM ST,LOWELL ST,MACAULAY ST,1700.0,1748.0,1701.0,1749.0,92106.0,40.0,274.0166,AC Improved,CL 2 LANE SUB-COLLECTOR,Peninsula,96.06,Good,PLUM ST,LOWELL ST,MACAULAY ST,PLUM ST|LOWELL ST|MACAULAY ST,4647.0,2016-06-30,4288.4,5.0,0.05189708333333333,241.16574624999998
19005,930221.0,SS-000350-PV1,PARK BL,G ST,F ST,700.0,798.0,701.0,799.0,92101.0,52.0,379.0015,AC Improved,CL 2 LANE SUB-COLLECTOR,Greater Golden Hill,81.04,Satisfactory,PARK BL,G ST,F ST,PARK BL|F ST|G ST,1430.0,2013-06-13,1277.5,2.0,0.07178058712121213,102.64623958333334
27323,921941.0,SS-014067-PV1,IMPERIAL AV,EUCLID AV,SAN JACINTO DR,5100.0,5198.0,5101.0,5199.0,92114.0,80.0,842.0,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Encanto Neighborhoods,75.02,Satisfactory,IMPERIAL AVE,EUCLID AVE,SAN JACINTO DR,IMPERIAL AVE|EUCLID AVE|SAN JACINTO DR,17705.0,2020-01-22,22630.5,6.0,0.15946969696969698,2823.410984848485
24683,913299.0,SS-026395-PV1,THOMAS AV,MISSION BL,BAYARD ST,800.0,898.0,801.0,899.0,92109.0,60.0,578.6968,PCC Jointed Concrete,RES RESIDENTIAL LOCAL STREET,Pacific Beach,19.08,Serious,THOMAS AVE,MISSION BL,BAYARD ST,THOMAS AVE|BAYARD ST|MISSION BL,3042.0,2016-08-04,3042.0,1.0,0.10960166666666668,333.40827
19366,918991.0,SS-001228-PV1,51ST ST,MARKET ST,ROSWELL ST,500.0,598.0,501.0,599.0,92114.0,40.0,396.5617,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Encanto Neighborhoods,13.49,Serious,51ST ST,MARKET ST,ROSWELL ST,51ST ST|MARKET ST|ROSWELL ST,2017.0,2015-06-10,2217.0,2.0,0.07510638257575757,151.48957365530302
21940,900443.0,SS-020335-PV1,OCEAN VIEW HILLS PY,DENNERY RD,KENTMERE TR,4700.0,4798.0,4701.0,4799.0,92154.0,119.0,681.3608,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Otay Mesa,80.68,Satisfactory,OCEAN VIEW HILLS PY,DENNERY RD,KENTMERE TR,OCEAN VIEW HILLS PY|DENNERY RD|KENTMERE TR,12072.0,2021-12-02,11933.0,5.0,0.12904560606060606,1557.8385563636364
17571,929608.0,SS-029844-PV1,W HAWTHORN ST,KETTNER BL,PACIFIC HY,901.0,1099.0,900.0,1098.0,92101.0,52.0,566.8669,AC Improved,CL 2 LANE COLLECTOR,Greater Golden Hill,29.54,Very Poor,W HAWTHORN ST,KETTNER BL,PACIFIC HY,W HAWTHORN ST|KETTNER BL|PACIFIC HY,24212.0,2015-12-22,24212.0,1.0,0.1073611553030303,2599.4282921969693
24505,931098.0,SS-012031-PV1,GENESEE AV,PARK MESA WY,MARLESTA DR,3200.0,3398.0,3201.0,3399.0,92111.0,75.0,2920.5845,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Linda Vista,56.67,Fair,GENESEE AVE,PARK MESA WY,MARLESTA DR,GENESEE AVE|MARLESTA DR|PARK MESA WY,21369.0,2014-01-30,21369.0,1.0,0.5531410037878788,11820.07010994318
27133,932150.0,SS-000426-PV1,16TH ST,F ST,E ST,800.0,898.0,801.0,899.0,92101.0,52.0,379.0026,AC Improved,CL 2 LANE SUB-COLLECTOR,Greater Golden Hill,52.23,Poor,16TH ST,F ST,E ST,16TH ST|E ST|F ST,7768.0,2021-07-28,7886.5,2.0,0.07178079545454545,557.5932190909091
14943,917235.0,SS-010485-PV1,ESSEX ST,VERMONT ST,RICHMOND ST,1200.0,1398.0,1201.0,1399.0,92103.0,52.0,686.0182,AC Improved,RES RESIDENTIAL LOCAL STREET,Uptown,77.39,Satisfactory,ESSEX ST,VERMONT ST,RICHMOND ST,ESSEX ST|RICHMOND ST|VERMONT ST,1537.0,2016-11-09,1537.0,1.0,0.1299276893939394,199.69885859848486
11021,909194.0,SS-004664-PV1,BOULDER LAKE AV,JACKSON DR,LAKE ANDRITA AV,6280.0,6298.0,6281.0,6299.0,92119.0,40.0,273.8314,AC Improved,CL 2 LANE SUB-COLLECTOR,Navajo,59.04,Fair,BOULDER LAKE AVE,JACKSON DR,LAKE ANDRITA AVE,BOULDER LAKE AVE|JACKSON DR|LAKE ANDRITA AVE,1094.0,2014-01-28,1224.5,2.0,0.05186200757575757,56.73703628787878
17455,918143.0,SS-023568-PV1,ROSECRANS ST,HUGO ST,INGELOW ST,1500.0,1548.0,1501.0,1549.0,92106.0,80.0,271.2212,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Peninsula,30.49,Very Poor,ROSECRANS ST,HUGO ST,INGELOW ST,ROSECRANS ST|HUGO ST|INGELOW ST,32334.0,2006-05-03,32334.0,1.0,0.05136765151515152,1660.9216440909092
8217,907125.0,SS-019338-PV1,MT EVEREST BL,MT DURBAN DR,MT ETNA DR,4300.0,4398.0,4301.0,4399.0,92117.0,40.0,670.8582,AC Improved,CL 2 LANE SUB-COLLECTOR,Clairemont Mesa,94.03,Good,MT EVEREST BL,MT DURBAN DR,MT ETNA DR,MT EVEREST BL|MT DURBAN DR|MT ETNA DR,4033.0,2015-10-08,4503.0,5.0,0.1270564772727273,512.4187728409091
5000,916774.0,SS-024547-PV1,SCRIPPS RANCH BL,AVIARY DR,APPALOOSA RD,10030.0,10078.0,10031.0,10079.0,92131.0,45.0,1066.7025,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Scripps Miramar Ranch,76.82,Satisfactory,SCRIPPS RANCH BL,AVIARY DR,APPALOOSA RD,SCRIPPS RANCH BL|APPALOOSA RD|AVIARY DR,7751.0,2017-02-08,8038.25,4.0,0.20202698863636365,1565.9111889204546
1771,923306.0,SS-027016-PV1,TWIN TRAILS DR,FAIRGROVE LN,PASEO MONTALBAN,9501.0,9599.0,9500.0,9598.0,92129.0,62.0,530.4532,AC Improved,RES RESIDENTIAL LOCAL STREET,Rancho Penasquitos,65.5,Fair,TWIN TRAILS DR,FAIRGROVE LN,PASEO MONTALBAN,TWIN TRAILS DR|FAIRGROVE LN|PASEO MONTALBAN,5530.0,2022-08-10,5530.0,1.0,0.10046462121212121,555.5693553030303
13625,927853.0,SS-001682-PV1,ACORN ST,COLLEGE AV,62ND ST,6100.0,6188.0,6101.0,6189.0,92115.0,40.0,667.2093,AC Improved,CL 2 LANE SUB-COLLECTOR,Mid-City: Eastern Area,12.88,Serious,ACORN ST,COLLEGE AVE,62ND ST,ACORN ST|62ND ST|COLLEGE AVE,5835.0,2014-04-08,4710.0,3.0,0.12636539772727273,737.3420957386364
23662,921171.0,SS-024530-PV1,SCRIPPS LAKE DR,SCRIPPS RANCH BL,RED CEDAR DR,10000.0,10398.0,10001.0,10399.0,92131.0,32.0,3326.0026,AC Improved,CL 2 LANE COLLECTOR,Scripps Miramar Ranch,41.02,Poor,SCRIPPS LAKE DR,SCRIPPS RANCH BL,RED CEDAR DR,SCRIPPS LAKE DR|RED CEDAR DR|SCRIPPS RANCH BL,10298.0,2016-02-02,10284.2,5.0,0.6299247348484848,6486.964919469696
27240,921875.0,SS-000527-PV1,25TH ST,K ST,J ST,300.0,398.0,301.0,399.0,92102.0,60.0,384.0025,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Southeastern San Diego,47.13,Poor,25TH ST,K ST,J ST,25TH ST|J ST|K ST,6888.0,2019-12-05,8293.5,6.0,0.0727277462121212,500.9487159090909
24042,912830.0,SS-007310-PV1,CLAIREMONT MESA BL,ANTIGUA BL,SANTO RD,10200.0,10498.0,10201.0,10499.0,92124.0,32.0,1954.053,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Tierrasanta,99.43,Good,CLAIREMONT MESA BL,ANTIGUA BL,SANTO RD,CLAIREMONT MESA BL|ANTIGUA BL|SANTO RD,14830.0,2014-01-09,14935.0,3.0,0.37008579545454545,5488.372346590909
6085,905331.0,SS-016845-PV1,LOOKOUT DR,SOLEDAD AV,BOULEVARD PL,7700.0,7796.0,7701.0,7795.0,92037.0,20.0,929.4968,AC Improved,RES RESIDENTIAL LOCAL STREET,La Jolla,48.6,Poor,LOOKOUT DR,SOLEDAD AVE,BLVD PL,LOOKOUT DR|BLVD PL|SOLEDAD AVE,248.0,2012-07-31,174.33333333333334,3.0,0.17604106060606062,43.658183030303036
26036,921345.0,SS-027205-PV1,UNIVERSITY AV,CENTRE ST,PARK BL,1700.0,1798.0,1701.0,1799.0,92103.0,52.0,610.3148,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,North Park,56.29,Fair,UNIVERSITY AVE,CENTRE ST,PARK BL,UNIVERSITY AVE|CENTRE ST|PARK BL,21109.0,2022-04-05,19374.0,7.0,0.11558992424242424,2439.9877108333335
6624,905842.0,SS-015491-PV1,LA JOLLA BL,GENTER ST,SEA LN,7250.0,7298.0,7251.0,7299.0,92037.0,44.0,182.8798,AC Improved,CL 2 LANE COLLECTOR,La Jolla,86.63,Good,LA JOLLA BL,GENTER ST,SEA LN,LA JOLLA BL|GENTER ST|SEA LN,16381.0,2015-07-22,20742.75,4.0,0.034636325757575755,567.3776522348485
